,assists,bonus,bps,chance_of_playing_next_round,chance_of_playing_this_round,clean_sheets,code,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,creativity,dreamteam_count,ea_index,element_type,ep_next,ep_this,event_points,first_name,form,goals_conceded,goals_scored,ict_index,id,in_dreamteam,influence,loaned_in,loaned_out,loans_in,loans_out,minutes,news,news_added,now_cost,own_goals,penalties_missed,penalties_saved,photo,points_per_game,red_cards,saves,second_name,selected_by_percent,special,squad_number,status,team,team_code,threat,total_points_old,transfers_in,transfers_in_event,transfers_out,transfers_out_event,value_form,value_season,web_name,yellow_cards,total_points_new,prediction
196,4,10,716,100,100,9,95658,0,0,5,-5,254.3,1,0,2,1.0,0.7,0,Harry,1.7,60,2,168.8,198,False,955.8,0,0,0,0,3420,,2017-08-26T15:31:13Z,55,0,0,0,95658.jpg,3.1,0,0,Maguire,10.9,False,15,a,9,13,478.0,117,1381619,0,934687,0,0.3,21.3,Maguire,7,92,83
216,1,10,539,100,100,11,38454,0,0,-2,2,104.5,3,0,2,4.0,6.1,13,Dejan,4.6,24,2,100.2,215,False,656.4,0,0,0,0,2124,,2018-04-14T19:01:19Z,53,0,0,0,38454.jpg,3.8,0,0,Lovren,1.5,False,6,a,10,14,242.0,110,136449,0,163452,0,0.9,20.8,Lovren,4,63,63
217,1,3,328,100,100,6,100059,0,0,-2,2,250.1,0,0,2,3.3,2.9,0,Alberto,1.4,19,0,61.7,216,False,261.8,0,0,0,0,1264,,2018-05-01T15:31:18Z,43,0,0,0,100059.jpg,3.3,0,0,Moreno,1.2,False,18,a,10,14,106.0,52,346366,0,402027,0,0.3,12.1,Moreno,1,4,55
218,0,0,25,100,100,1,57328,0,0,-2,2,23.8,0,0,2,1.8,1.7,0,Nathaniel,0.2,1,0,8.7,217,False,21.8,0,0,0,0,173,,2018-04-13T14:01:19Z,53,0,0,0,57328.jpg,2.3,0,0,Clyne,0.3,False,2,a,10,14,41.0,7,2638,0,28718,0,0.0,1.3,Clyne,1,34,0
219,2,9,480,0,0,9,171287,0,0,0,0,285.6,2,0,2,0.0,0.0,0,Joseph,2.0,22,0,76.9,218,False,437.4,0,0,0,0,1901,Ankle injury - Unknown return date,2018-04-28T19:01:18Z,45,0,0,0,171287.jpg,3.7,0,0,Gomez,2.2,False,12,i,10,14,46.0,86,695534,0,653274,0,0.4,19.1,Gomez,3,55,55
220,0,3,470,0,0,9,60914,0,0,-1,1,96.1,1,0,2,0.0,0.0,0,Joel,0.0,27,1,78.1,219,False,544.8,0,0,0,0,1995,Thigh injury - Unknown return date,2018-04-03T11:31:20Z,54,0,0,0,60914.jpg,3.2,0,0,Matip,1.7,False,32,i,10,14,140.0,81,147125,0,236311,0,0.0,15.0,Matip,3,83,83
221,0,9,384,100,100,8,33871,0,0,-4,4,65.0,2,0,2,4.0,3.5,0,Ragnar,2.0,15,1,46.6,220,False,357.2,0,0,0,0,1449,,2018-04-14T16:01:19Z,41,0,0,0,33871.jpg,4.1,0,0,Klavan,1.8,False,17,a,10,14,43.0,78,349330,0,286076,0,0.5,19.0,Klavan,0,0,63
222,3,4,459,100,100,6,15157,0,0,-5,5,615.5,1,0,2,2.8,2.5,0,James,1.0,25,0,132.5,222,False,437.2,0,0,0,0,1759,,2018-03-03T16:31:17Z,60,0,0,0,15157.jpg,2.4,0,0,Milner,2.5,False,7,a,10,14,272.0,77,68360,0,291403,0,0.2,12.8,Milner,3,101,55
223,2,10,385,100,100,8,169187,0,0,-1,1,399.2,3,0,2,6.5,6.7,6,Trent,5.2,17,1,90.1,223,False,358.2,0,0,0,0,1573,,2018-04-28T19:01:18Z,44,0,0,0,169187.jpg,4.4,0,0,Alexander-Arnold,5.5,False,66,a,10,14,142.0,83,567608,0,386082,0,1.2,18.9,Alexander-Arnold,3,185,81
233,0,5,481,100,100,8,97032,0,0,2,-2,122.6,1,0,2,5.0,5.5,6,Virgil,4.0,28,0,100.2,311,False,601.0,0,0,0,0,2253,,2018-01-14T15:31:17Z,57,0,0,0,97032.jpg,3.0,0,0,van Dijk,7.3,False,4,a,10,14,277.0,78,726332,0,453703,0,0.7,13.7,van Dijk,1,208,22
234,5,12,514,100,100,10,122798,0,0,0,0,414.5,3,0,2,3.5,6.7,18,Andrew,5.2,18,1,101.3,475,False,424.0,0,0,0,0,1940,,2018-04-07T11:31:20Z,50,0,0,0,122798.jpg,5.0,0,0,Robertson,7.4,False,26,a,10,14,174.0,111,772308,0,439924,0,1.0,22.2,Robertson,2,213,63
241,0,5,334,100,100,9,97299,0,0,-2,2,26.3,0,0,2,2.7,4.0,9,John,2.5,11,0,43.2,242,False,283.4,0,0,0,0,1301,,2018-04-12T18:01:18Z,53,0,0,0,97299.jpg,3.9,0,0,Stones,3.1,False,5,a,11,43,120.0,70,623685,0,785765,0,0.5,13.2,Stones,0,83,49
242,1,2,326,100,100,6,17476,0,0,-1,1,76.5,0,0,2,4.3,3.8,0,Vincent,2.3,11,1,59.2,244,False,399.6,0,0,0,0,1394,,2018-04-30T09:31:20Z,59,0,0,0,17476.jpg,3.5,0,0,Kompany,2.9,False,4,a,11,43,116.0,60,178478,0,322676,0,0.4,10.2,Kompany,6,58,58
243,0,21,742,100,100,15,57410,0,0,9,-9,224.6,4,0,2,3.7,3.3,0,Nicolás,1.8,25,4,143.7,245,True,846.6,0,0,0,0,2966,,2017-11-05T16:01:15Z,64,1,0,0,57410.jpg,4.6,0,0,Otamendi,25.8,False,30,a,11,43,363.0,156,2808178,0,1768551,0,0.3,24.4,Otamendi,9,70,70
254,6,8,691,100,100,15,58621,0,0,1,-1,511.4,3,0,2,3.9,3.5,0,Kyle,2.0,22,0,117.1,379,False,542.4,0,0,0,0,2784,,2018-05-06T12:31:18Z,66,1,0,0,58621.jpg,4.3,1,0,Walker,12.3,False,2,a,11,43,117.0,138,810212,0,1280445,0,0.3,20.9,Walker,2,150,81
255,2,8,398,None,None,9,100180,0,0,-5,5,158.1,2,0,2,5.1,6.0,9,Danilo Luiz,4.5,11,3,71.1,483,False,376.0,0,0,0,0,1340,,None,50,0,0,0,100180.jpg,4.3,0,0,da Silva,2.8,False,3,a,11,43,176.0,100,353830,0,449727,0,0.9,20.0,Danilo,2,46,63
256,1,1,96,100,100,2,102826,0,0,-2,2,139.3,0,0,2,2.1,2.0,0,Benjamin,0.5,1,0,27.2,484,False,84.2,0,0,0,0,360,,2018-04-22T14:31:17Z,63,0,0,0,102826.jpg,2.9,0,0,Mendy,0.4,False,22,a,11,43,48.0,20,90215,0,112451,0,0.1,3.2,Mendy,2,59,0
260,0,2,204,100,100,4,146941,0,0,-4,4,52.8,0,0,2,3.9,4.7,7,Aymeric,3.2,5,0,25.4,612,False,165.8,0,0,0,0,806,,2018-04-01T02:01:21Z,51,0,0,0,146941.jpg,3.9,0,0,Laporte,1.5,False,14,a,11,43,34.0,35,194054,0,108175,0,0.6,6.9,Laporte,1,177,58
264,0,9,590,100,100,11,55909,0,0,2,-2,35.3,2,0,2,6.2,5.3,0,Chris,4.3,24,4,101.2,263,False,743.8,0,0,0,0,2535,,2018-01-01T17:01:18Z,57,0,0,0,55909.jpg,4.2,0,0,Smalling,11.5,False,12,a,12,1,230.0,123,1051407,0,505562,0,0.8,21.6,Smalling,4,56,81
265,0,19,554,100,100,15,76359,0,0,5,-5,36.6,2,0,2,4.0,3.5,0,Phil,2.5,11,0,53.6,264,False,486.4,0,0,0,0,1973,,2018-05-10T19:01:19Z,55,1,0,0,76359.jpg,5.0,0,0,Jones,5.2,False,4,a,12,1,12.0,116,2083445,0,1962341,0,0.5,21.1,Jones,2,43,63
266,0,4,216,100,100,7,106760,0,0,-2,2,127.0,0,0,2,4.2,3.7,0,Luke,2.7,2,0,41.5,265,False,142.6,0,0,0,0,787,,2017-07-12T10:31:11Z,48,0,0,0,106760.jpg,4.4,0,0,Shaw,0.5,False,23,a,12,1,144.0,48,128705,0,111290,0,0.6,10.0,Shaw,2,91,91
267,0,4,126,100,100,3,58893,0,0,-1,1,26.0,0,0,2,1.4,2.2,5,Marcos,1.2,8,0,22.5,266,False,151.4,0,0,0,0,639,,2018-02-19T10:31:19Z,54,0,0,0,58893.jpg,2.6,0,0,Rojo,0.1,False,5,a,12,1,47.0,23,25228,0,25293,0,0.2,4.3,Rojo,6,2,91
268,1,13,660,100,100,16,20695,0,0,4,-4,438.5,2,0,2,3.0,2.7,0,Antonio,1.7,22,3,125.5,267,False,559.2,0,0,0,0,2741,,2018-02-19T10:31:19Z,69,0,0,0,20695.jpg,4.7,0,0,Valencia,11.7,False,25,a,12,1,259.0,146,1242004,0,1276086,0,0.2,21.2,Valencia,7,17,17
269,0,3,119,100,100,3,40002,0,0,-6,6,25.3,0,0,2,2.6,3.8,9,Matteo,2.8,3,0,12.6,268,False,95.0,0,0,0,0,443,,2018-01-01T17:01:18Z,49,0,0,0,40002.jpg,3.4,0,0,Darmian,0.2,False,36,a,12,1,6.0,27,7931,0,33831,0,0.6,5.5,Darmian,0,14,0
270,0,1,119,100,100,4,58877,0,0,-4,4,93.0,0,0,2,1.2,2.3,7,Daley,1.3,0,0,17.3,270,False,65.8,0,0,0,0,360,,2018-01-19T13:31:17Z,51,0,0,0,58877.jpg,4.0,0,0,Blind,0.9,False,17,a,12,1,15.0,28,138970,0,189836,0,0.3,5.5,Blind,0,0,0
271,0,3,248,100,100,7,197365,0,0,0,0,28.4,1,0,2,1.2,2.2,6,Eric,1.2,6,1,33.0,271,False,222.0,0,0,0,0,1000,,2017-11-18T20:31:14Z,60,1,0,0,197365.jpg,4.2,0,0,Bailly,5.7,False,3,a,12,1,79.0,55,621910,0,907264,0,0.2,9.2,Bailly,2,16,81
272,0,1,297,None,None,5,184667,0,0,-6,6,37.7,0,0,2,3.0,2.7,0,Victor,1.7,14,0,32.0,273,False,272.8,0,0,0,0,1284,,None,49,0,0,0,184667.jpg,2.8,0,0,Lindelöf,1.3,False,2,a,12,1,8.0,47,87922,0,309818,0,0.3,9.6,Lindelöf,1,85,58
287,2,5,467,100,100,7,151119,0,0,0,0,340.7,2,0,2,1.7,2.3,6,DeAndre,2.8,37,0,90.0,288,False,494.4,0,0,0,0,2842,,2017-09-10T14:31:14Z,45,1,0,0,151119.jpg,2.6,0,0,Yedlin,1.7,False,22,a,13,4,63.0,88,161806,0,82808,0,0.6,19.6,Yedlin,5,63,42
288,1,6,317,0,0,4,58845,0,0,-2,2,50.8,1,0,2,0.0,0.0,0,Ciaran,0.0,30,2,67.5,289,False,433.6,0,0,0,0,1745,Knee injury - Unknown return date,2018-05-08T18:01:20Z,43,0,0,0,58845.jpg,3.2,0,0,Clark,1.5,False,2,i,13,4,190.0,64,296031,0,283060,0,0.0,14.9,Clark,3,42,42
289,0,9,567,100,100,9,101148,0,0,4,-4,77.2,2,0,2,1.3,2.0,6,Jamaal,2.5,31,3,111.5,290,False,800.0,0,0,0,0,2927,,2018-01-06T17:31:18Z,49,0,0,0,101148.jpg,3.5,0,0,Lascelles,9.5,False,6,a,13,4,234.0,116,1286927,0,867091,0,0.5,23.7,Lascelles,5,95,97
290,0,0,280,100,100,5,106618,0,0,-3,3,97.8,0,0,2,1.1,1.8,6,Paul,2.3,18,0,49.0,291,False,333.6,0,0,0,0,1602,,2017-08-13T13:01:13Z,42,0,0,0,106618.jpg,2.6,0,0,Dummett,1.1,False,3,a,13,4,58.0,52,84849,0,64268,0,0.5,12.4,Dummett,1,67,125
291,2,6,406,100,100,5,77359,0,0,-2,2,92.3,1,0,2,1.3,2.8,11,Florian,3.3,32,0,78.9,294,False,557.0,0,0,0,0,2103,,2018-02-04T14:31:19Z,43,0,0,0,77359.jpg,2.8,0,0,Lejeune,0.9,False,20,a,13,4,139.0,66,64325,0,48931,0,0.8,15.3,Lejeune,3,35,47
299,1,1,247,None,None,4,109528,0,0,-3,3,164.8,0,0,2,0.3,0.2,0,Javier,0.7,31,0,45.9,477,False,266.0,0,0,0,0,1757,,None,42,0,0,0,109528.jpg,2.3,0,0,Manquillo,0.6,False,19,a,13,4,26.0,49,83839,0,116500,0,0.2,11.7,Manquillo,2,53,42
302,0,3,133,100,100,1,149736,0,0,-1,1,67.1,1,0,2,-0.5,-0.5,0,Chancel,0.0,11,0,23.2,494,False,158.2,0,0,0,0,670,,2018-01-22T12:31:17Z,39,0,0,0,149736.jpg,2.2,0,0,Mbemba,10.1,False,18,a,13,4,6.0,20,1386169,0,978481,0,0.0,5.1,Mbemba,0,0,16
308,5,4,553,100,100,8,40146,0,0,-2,2,589.1,1,0,2,2.3,2.7,6,Ryan,4.2,49,0,139.3,307,False,515.2,0,0,0,0,3135,,2018-03-31T13:01:18Z,53,0,0,0,40146.jpg,2.9,0,0,Bertrand,5.2,False,21,a,14,20,286.0,103,327658,0,812081,0,0.8,19.4,Bertrand,2,56,34
309,1,6,413,100,100,6,80447,0,0,-4,4,67.0,0,0,2,-0.1,0.0,2,Maya,1.5,32,2,83.0,308,False,525.2,0,0,0,0,2049,,2018-02-17T16:01:19Z,46,0,0,0,80447.jpg,3.2,1,0,Yoshida,1.7,False,3,a,14,20,236.0,76,489589,0,491094,0,0.3,16.5,Yoshida,2,44,91
310,0,0,35,0,0,0,169359,0,0,-2,2,38.6,0,0,2,0.0,0.0,0,Matt,0.0,6,0,8.1,309,False,42.2,0,0,0,0,166,Season-long loan to Fulham,2018-01-22T09:31:16Z,43,0,0,0,169359.jpg,1.0,0,0,Targett,0.1,False,33,u,14,20,0.0,2,1586,0,7584,0,0.0,0.5,Targett,0,36,0
311,3,2,481,100,100,7,58822,0,0,-3,3,455.6,1,0,2,2.3,1.8,1,Cédric,3.3,44,0,112.3,310,False,507.0,0,0,0,0,2794,,2018-01-13T15:01:17Z,47,0,0,0,58822.jpg,2.7,0,0,Soares,4.0,False,2,a,14,20,159.0,85,333610,0,733910,0,0.7,18.1,Cédric,3,52,81
312,0,2,360,100,100,5,88900,0,0,-5,5,68.3,1,0,2,-0.3,-0.2,2,Jack,1.3,33,2,79.9,313,False,506.6,0,0,0,0,1980,,2018-04-08T16:01:19Z,45,0,0,0,88900.jpg,2.6,1,0,Stephens,0.5,False,5,a,14,20,224.0,58,79714,0,101513,0,0.3,12.9,Stephens,6,47,36
313,0,2,49,100,100,1,153373,0,0,-3,3,34.2,0,0,2,-1.3,-1.2,1,Sam,0.3,2,0,7.2,314,False,29.4,0,0,0,0,142,,2018-04-14T11:31:20Z,42,0,0,0,153373.jpg,2.0,0,0,McQueen,0.1,False,38,a,14,20,8.0,14,4234,0,6615,0,0.1,3.3,McQueen,0,0,0
314,0,0,88,75,75,2,171771,0,0,-4,4,1.9,1,0,2,2.2,1.7,0,Jan,3.7,5,1,13.1,315,False,110.0,0,0,0,0,427,Head injury - 75% chance of playing,2018-05-08T20:31:19Z,41,0,0,0,171771.jpg,4.4,0,0,Bednarek,0.6,False,35,d,14,20,19.0,22,40972,0,18549,0,0.9,5.4,Bednarek,1,49,0
326,2,11,532,100,100,5,167075,0,0,0,0,130.9,0,0,2,2.9,2.5,2,Wesley,4.0,42,0,93.8,525,False,661.6,0,0,0,0,2520,,2018-01-13T15:01:17Z,50,0,0,0,167075.jpg,2.6,0,0,Hoedt,0.1,False,6,a,14,20,146.0,74,15172,0,10562,0,0.8,14.8,Hoedt,7,29,47
329,0,5,554,100,100,7,103192,0,0,-1,1,91.8,0,0,2,2.0,1.9,2,Kurt,2.4,50,1,114.4,99,False,814.2,0,0,0,0,2887,,2018-04-07T13:01:18Z,54,0,0,0,103192.jpg,2.6,0,0,Zouma,2.0,False,6,a,15,110,235.0,87,108628,0,173863,0,0.4,16.1,Zouma,1,112,83
335,1,10,500,100,100,7,57145,0,0,0,0,75.4,2,0,2,1.5,1.3,0,Federico,0.8,44,1,100.0,354,False,736.0,0,0,0,0,2676,,2018-04-22T20:01:18Z,45,1,0,0,57145.jpg,2.8,0,0,Fernández,3.3,False,33,a,16,80,187.0,85,391091,0,308826,0,0.2,18.9,Fernández,5,47,47
336,1,7,662,100,100,9,149266,0,0,1,-1,86.4,1,0,2,1.9,1.8,1,Alfie,1.3,56,2,119.4,357,False,848.4,0,0,0,0,3420,,2018-02-17T13:01:19Z,51,0,0,0,149266.jpg,2.9,0,0,Mawson,4.1,False,6,a,16,80,254.0,112,388165,0,225211,0,0.3,22.0,Mawson,3,19,67
343,0,3,247,100,100,5,55605,0,0,-2,2,67.8,0,0,2,2.0,1.8,0,Toby,0.8,13,0,36.8,377,False,249.2,0,0,0,0,1177,,2018-02-23T13:31:18Z,58,0,0,0,55605.jpg,3.1,0,0,Alderweireld,5.0,False,4,a,17,6,50.0,43,169714,0,659946,0,0.1,7.4,Alderweireld,3,107,58
344,2,0,136,100,100,2,38290,0,0,-1,1,181.6,0,0,2,1.4,1.8,3,Danny,0.8,14,0,45.9,378,False,159.4,0,0,0,0,800,,2018-05-05T13:01:18Z,64,0,0,0,38290.jpg,2.4,0,0,Rose,0.3,False,3,a,17,6,117.0,24,23589,0,37946,0,0.1,3.8,Rose,4,86,91
345,1,13,778,100,100,16,39194,0,0,1,-1,205.7,1,0,2,5.8,5.0,0,Jan,4.0,31,0,122.7,380,False,774.4,0,0,0,0,3203,,2018-05-05T16:01:18Z,61,0,0,0,39194.jpg,3.8,0,0,Vertonghen,10.1,False,5,a,17,6,243.0,138,780007,0,689532,0,0.7,22.6,Vertonghen,4,67,70
346,7,14,615,100,100,12,115556,0,0,3,-3,698.8,4,0,2,3.8,3.3,0,Ben,2.3,20,2,151.0,381,False,610.0,0,0,0,0,2323,,2017-10-14T13:31:14Z,58,0,0,0,115556.jpg,4.9,0,0,Davies,21.9,False,33,a,17,6,201.0,143,2774181,0,1984637,0,0.4,24.7,Davies,3,66,63
347,7,18,539,75,75,9,77794,0,0,-3,3,617.5,5,0,2,3.9,3.4,0,Kieran,3.5,21,0,115.6,382,False,459.0,0,0,0,0,1912,Knee injury - 75% chance of playing,2018-05-09T22:31:19Z,52,0,0,0,77794.jpg,4.7,0,0,Trippier,4.8,False,2,d,17,6,78.0,113,982731,0,926829,0,0.7,21.7,Trippier,1,118,63
359,2,0,73,100,100,1,158534,0,0,-5,5,48.3,0,0,2,1.0,2.0,6,Kyle,1.0,4,0,12.9,498,False,70.4,0,0,0,0,188,,2018-04-12T18:31:19Z,40,0,0,0,158534.jpg,4.3,0,0,Walker-Peters,0.9,False,37,a,17,6,10.0,13,123105,0,142080,0,0.3,3.3,Walker-Peters,0,28,0
360,0,8,597,100,100,13,173904,0,0,0,0,74.8,0,0,2,4.6,4.2,1,Davinson,3.2,21,0,76.2,520,False,598.0,0,0,0,0,2532,,2017-12-02T17:31:16Z,60,1,0,0,173904.jpg,3.5,1,0,Sánchez,1.2,False,6,a,17,6,89.0,107,133888,0,85301,0,0.5,17.8,Sánchez,1,78,22
361,2,9,335,75,75,6,80226,0,0,-1,1,236.5,3,0,2,1.0,1.0,0,Serge,0.3,13,2,81.4,532,False,367.2,0,0,0,0,1427,Hamstring injury - 75% chance of playing,2018-05-05T17:01:17Z,59,0,0,0,80226.jpg,4.5,1,0,Aurier,0.7,False,24,d,17,6,209.0,77,138247,0,113870,0,0.1,13.1,Aurier,1,24,91
362,0,0,0,None,None,0,234908,0,0,0,0,0.0,0,0,2,1.0,1.0,0,Juan,0.0,0,0,0.0,534,False,0.0,0,0,0,0,0,,None,45,0,0,0,234908.jpg,0.0,0,0,Foyth,0.0,False,21,a,17,6,0.0,0,2168,0,2038,0,0.0,0.0,Foyth,0,35,0
370,0,0,35,0,0,1,37742,0,0,-3,3,0.9,0,0,2,0.0,0.0,0,Younes,0.0,3,0,5.0,398,False,47.4,0,0,0,0,151,Lack of match fitness - Unknown return date,2017-09-09T13:01:15Z,42,0,0,0,37742.jpg,3.5,0,0,Kaboul,0.1,False,4,i,18,57,2.0,7,3633,0,23529,0,0.0,1.7,Kaboul,0,0,0
371,0,0,90,100,100,1,41338,0,0,-1,1,2.0,0,0,2,1.5,1.4,2,Craig,2.4,6,0,14.6,399,False,120.0,0,0,0,0,495,,2017-08-26T17:31:14Z,44,0,0,0,41338.jpg,2.0,0,0,Cathcart,0.0,False,15,a,18,57,23.0,14,600,0,1244,0,0.5,3.2,Cathcart,1,93,0
372,0,0,267,75,75,5,41945,0,0,-2,2,25.9,0,0,2,-0.4,-0.4,0,Sebastian,0.4,29,0,39.3,400,False,276.4,0,0,0,0,1566,Illness - 75% chance of playing,2018-05-13T14:01:21Z,43,0,0,0,41945.jpg,2.0,0,0,Prödl,0.2,False,5,d,18,57,89.0,42,21404,0,36949,0,0.1,9.8,Prödl,5,1,36
373,4,6,412,100,100,6,40868,0,0,-2,2,632.8,0,0,2,1.0,1.0,2,José,2.0,47,0,127.0,401,False,510.0,0,0,0,0,2381,,2018-04-14T18:01:19Z,48,0,0,0,40868.jpg,2.6,0,0,Holebas,0.5,False,25,a,18,57,125.0,72,70321,0,76513,0,0.4,15.0,Holebas,7,93,91
374,0,0,149,75,75,2,52153,0,0,-2,2,42.7,0,0,2,-0.8,-0.8,0,Miguel,0.0,16,1,27.3,402,False,180.4,0,0,0,0,795,Knock - 75% chance of playing,2018-05-11T18:01:19Z,43,0,0,0,52153.jpg,1.8,1,0,Britos,0.5,False,3,d,18,57,51.0,22,115478,0,146004,0,0.0,5.1,Britos,3,3,92
375,0,2,407,100,100,6,85624,0,0,-1,1,52.0,1,0,2,1.3,1.0,1,Christian,2.0,43,2,83.7,403,False,645.0,0,0,0,0,2329,,2018-02-05T20:01:22Z,44,1,0,0,85624.jpg,2.4,0,0,Kabasele,0.5,False,27,a,18,57,137.0,68,203447,0,187395,0,0.5,15.5,Kabasele,5,36,36
376,1,3,342,100,100,2,52940,0,0,-2,2,230.6,2,0,2,-0.2,0.0,2,Daryl,1.0,37,3,92.9,404,False,445.0,0,0,0,0,1818,,2017-09-09T13:01:15Z,48,0,0,0,52940.jpg,2.6,0,0,Janmaat,0.4,False,2,a,18,57,253.0,59,57174,0,49862,0,0.2,12.3,Janmaat,3,50,92
377,0,2,378,100,100,6,20145,0,0,1,-1,59.4,1,0,2,1.3,1.2,2,Adrian,2.2,43,0,62.8,405,False,462.0,0,0,0,0,2206,,2017-07-20T08:31:12Z,41,0,0,0,20145.jpg,2.1,0,0,Mariappa,4.9,False,6,a,18,57,106.0,58,528682,0,442528,0,0.5,14.1,Mariappa,4,57,36
378,1,9,389,75,75,5,54484,0,0,-2,2,302.8,1,0,2,-0.1,-0.3,0,Francisco,0.6,34,1,74.5,407,False,327.2,0,0,0,0,1709,Knock - 75% chance of playing,2018-05-11T18:01:19Z,43,0,0,0,54484.jpg,2.8,0,0,Femenía Far,1.4,False,21,d,18,57,113.0,65,518525,0,492130,0,0.1,15.1,Kiko Femenía,2,66,92
388,2,5,186,100,100,2,66247,0,0,-5,5,142.1,1,0,2,-1.0,-1.0,0,Marvin,0.0,18,0,35.2,537,False,185.2,0,0,0,0,993,,2017-12-09T16:01:16Z,40,0,0,0,66247.jpg,2.3,1,0,Zeegelaar,0.3,False,22,a,18,57,24.0,28,115997,0,103105,0,0.0,7.0,Zeegelaar,4,0,47
392,2,5,455,100,100,6,37642,0,0,-1,1,104.2,1,0,2,0.0,-0.1,0,Jonny,0.4,38,2,85.1,423,False,536.2,0,0,0,0,2269,,2018-04-07T17:31:19Z,49,1,0,0,37642.jpg,2.8,0,0,Evans,1.0,False,6,a,19,35,211.0,78,134223,0,132817,0,0.1,15.9,Evans,7,77,47
396,0,3,264,0,0,5,48717,0,0,-2,2,48.8,0,0,2,0.0,0.0,0,Winston,0.0,27,0,43.6,442,False,322.4,0,0,0,0,1452,Knee injury - Unknown return date,2018-03-03T16:01:17Z,48,0,0,0,48717.jpg,2.5,0,0,Reid,0.6,False,2,i,20,21,64.0,42,22103,0,77853,0,0.0,8.8,Reid,5,0,91
397,7,10,613,100,100,10,55459,0,0,-1,1,562.7,0,0,2,4.2,3.8,2,Aaron,3.8,60,1,145.0,443,False,690.2,0,0,0,0,3069,,2018-04-16T19:01:19Z,49,0,0,0,55459.jpg,3.3,0,0,Cresswell,3.2,False,3,a,20,21,193.0,118,502197,0,320817,0,0.8,24.1,Cresswell,7,34,140
398,0,4,520,100,100,7,40669,0,0,-3,3,81.4,2,0,2,2.8,2.7,2,Angelo,2.7,60,1,91.4,444,False,687.8,0,0,0,0,2880,,2018-04-22T12:31:18Z,42,0,0,0,40669.jpg,2.4,0,0,Ogbonna,3.4,False,21,a,20,21,145.0,77,514788,0,372340,0,0.6,18.3,Ogbonna,3,48,36
399,0,0,41,0,0,0,113564,0,0,-3,3,37.6,0,0,2,0.0,0.0,0,Sam,0.0,7,0,14.5,445,False,71.0,0,0,0,0,246,Ankle injury - Unknown return date,2018-03-07T13:31:17Z,42,0,0,0,113564.jpg,1.0,0,0,Byram,0.1,False,22,i,20,21,36.0,5,3403,0,10823,0,0.0,1.2,Byram,1,0,0
400,3,2,352,100,100,6,105717,0,0,-3,3,295.1,1,0,2,3.2,2.8,1,Arthur,2.8,29,0,80.7,446,False,385.0,0,0,0,0,1867,,2018-01-27T16:31:18Z,42,0,0,0,105717.jpg,2.5,0,0,Masuaku,1.2,False,26,a,20,21,128.0,68,224319,0,170843,0,0.7,16.2,Masuaku,5,49,91
401,1,6,563,100,100,10,20658,0,0,-1,1,293.7,0,0,2,2.2,2.7,5,Pablo,2.7,62,0,100.7,447,False,635.0,0,0,0,0,3289,,2017-12-17T21:31:15Z,49,1,0,0,20658.jpg,2.4,0,0,Zabaleta,1.9,False,5,a,20,21,77.0,90,144511,0,226445,0,0.6,18.4,Zabaleta,9,56,36
412,0,0,280,100,100,3,204480,0,0,-1,1,35.7,0,0,2,2.8,2.7,2,Declan,2.7,29,0,37.5,510,False,310.4,0,0,0,0,1421,,2018-01-20T14:01:19Z,44,0,0,0,204480.jpg,1.6,0,0,Rice,0.1,False,41,a,20,21,29.0,41,7435,0,4069,0,0.6,9.3,Rice,1,92,92
415,0,0,2,0,0,0,173792,0,0,0,0,0.0,0,0,2,0.0,0.0,0,Reece,0.0,0,0,0.3,611,False,3.0,0,0,0,0,4,Season-long loan to Borussia Monchengladbach,2018-01-31T17:01:18Z,45,0,0,0,173792.jpg,1.0,0,0,Oxford,0.0,False,35,u,20,21,0.0,1,26,0,14,0,0.0,0.2,Oxford,0,0,0
